Catalog / Data Sheet,Part No.,Status,Brand,Apps.,Feature,L x W Size,T(Max.) / mm,Capacitance,Tolerance,Rated Voltage [DC] / V,Temp. Chara.,AEC- Q200
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/c2012x5r1h475k125ab.pdf,C2012X5R1H475K125AB,Production,TDK,Commercial Grade,General (Up to 75V),2.0mm x 1.25mm [EIA 0805],1.45,4.7μF,±10%,50,X5R,NO
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf,C2012X5R1V106K125AC,Production,TDK,Commercial Grade,General (Up to 75V),2.0mm x 1.25mm [EIA 0805],1.45,10μF,±10%,35,X5R,NO
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/c2012x5r1v156m125ac.pdf,C2012X5R1V156M125AC,Production,TDK,Commercial Grade,General (Up to 75V),2.0mm x 1.25mm [EIA 0805],1.45,15μF,±20%,35,X5R,NO
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/c2012x5r1v225k125ab.pdf,C2012X5R1V225K125AB,Production,TDK,Commercial Grade,General (Up to 75V),2.0mm x 1.25mm [EIA 0805],1.45,2.2μF,±10%,35,X5R,NO
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/c2012x5r1v226m125ac_20190710.pdf,C2012X5R1V226M125AC,Production,TDK,Commercial Grade,General (Up to 75V),2.0mm x 1.25mm [EIA 0805],1.45,22μF,±20%,35,X5R,NO
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf,C2012X5R1V475K125AC,Production,TDK,Commercial Grade,General (Up to 75V),2.0mm x 1.25mm [EIA 0805],1.45,4.7μF,±10%,35,X5R,NO
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/c2012x6s0g336m125ac.pdf,C2012X6S0G336M125AC,Production,TDK,Commercial Grade,General (Up to 75V),2.0mm x 1.25mm [EIA 0805],1.45,33μF,±20%,4,X6S,NO
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/c2012x6s0g476m125ac.pdf,C2012X6S0G476M125AC,Production,TDK,Commercial Grade,General (Up to 75V),2.0mm x 1.25mm [EIA 0805],1.45,47μF,±20%,4,X6S,NO
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/c2012x6s0j226m125ab.pdf,C2012X6S0J226M125AB,Production,TDK,Commercial Grade,General (Up to 75V),2.0mm x 1.25mm [EIA 0805],1.45,22μF,±20%,6.3,X6S,NO
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/c2012x6s1a156m125ac.pdf,C2012X6S1A156M125AC,Production,TDK,Commercial Grade,General (Up to 75V),2.0mm x 1.25mm [EIA 0805],1.45,15μF,±20%,10,X6S,NO
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/c2012x6s1a226m125ac.pdf,C2012X6S1A226M125AC,Production,TDK,Commercial Grade,General (Up to 75V),2.0mm x 1.25mm [EIA 0805],1.45,22μF,±20%,10,X6S,NO
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/c2012x6s1c106k125ac.pdf,C2012X6S1C106K125AC,Production,TDK,Commercial Grade,General (Up to 75V),2.0mm x 1.25mm [EIA 0805],1.45,10μF,±10%,16,X6S,NO
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/c2012x6s1c156m125ac.pdf,C2012X6S1C156M125AC,Production,TDK,Commercial Grade,General (Up to 75V),2.0mm x 1.25mm [EIA 0805],1.45,15μF,±20%,16,X6S,NO
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/c2012x6s1c226m125ac_20190710.pdf,C2012X6S1C226M125AC,Production,TDK,Commercial Grade,General (Up to 75V),2.0mm x 1.25mm [EIA 0805],1.45,22μF,±20%,16,X6S,NO
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/c2012x6s1e475k125ac.pdf,C2012X6S1E475K125AC,Production,TDK,Commercial Grade,General (Up to 75V),2.0mm x 1.25mm [EIA 0805],1.45,4.7μF,±10%,25,X6S,NO
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/c2012x6s1h475k125ac.pdf,C2012X6S1H475K125AC,Production,TDK,Commercial Grade,General (Up to 75V),2.0mm x 1.25mm [EIA 0805],1.45,4.7μF,±10%,50,X6S,NO
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/c2012x6s1v475k125ab.pdf,C2012X6S1V475K125AB,Production,TDK,Commercial Grade,General (Up to 75V),2.0mm x 1.25mm [EIA 0805],1.45,4.7μF,±10%,35,X6S,NO
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/c2012x7r0j106k125ab.pdf,C2012X7R0J106K125AB,Production,TDK,Commercial Grade,General (Up to 75V),2.0mm x 1.25mm [EIA 0805],1.45,10μF,±10%,6.3,X7R,NO
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/c2012x7r1a106k125ac.pdf,C2012X7R1A106K125AC,Production,TDK,Commercial Grade,General (Up to 75V),2.0mm x 1.25mm [EIA 0805],1.45,10μF,±10%,10,X7R,NO
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/c2012x7r1a475k125ac.pdf,C2012X7R1A475K125AC,Production,TDK,Commercial Grade,General (Up to 75V),2.0mm x 1.25mm [EIA 0805],1.45,4.7μF,±10%,10,X7R,NO
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/c2012x7r1c225k125ab.pdf,C2012X7R1C225K125AB,Production,TDK,Commercial Grade,General (Up to 75V),2.0mm x 1.25mm [EIA 0805],1.45,2.2μF,±10%,16,X7R,NO
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/c2012x7r1c475k125ab.pdf,C2012X7R1C475K125AB,Production,TDK,Commercial Grade,General (Up to 75V),2.0mm x 1.25mm [EIA 0805],1.45,4.7μF,±10%,16,X7R,NO
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/c2012x7r1e105k125ab.pdf,C2012X7R1E105K125AB,Production,TDK,Commercial Grade,General (Up to 75V),2.0mm x 1.25mm [EIA 0805],1.45,1μF,±10%,25,X7R,NO
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/c2012x7r1e225k125ab.pdf,C2012X7R1E225K125AB,Production,TDK,Commercial Grade,General (Up to 75V),2.0mm x 1.25mm [EIA 0805],1.45,2.2μF,±10%,25,X7R,NO
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/c2012x7r1e474k125aa.pdf,C2012X7R1E474K125AA,Production,TDK,Commercial Grade,General (Up to 75V),2.0mm x 1.25mm [EIA 0805],1.45,470nF,±10%,25,X7R,NO
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/c2012x7r1e475k125ab.pdf,C2012X7R1E475K125AB,Production,TDK,Commercial Grade,General (Up to 75V),2.0mm x 1.25mm [EIA 0805],1.45,4.7μF,±10%,25,X7R,NO
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/c2012x7r1h105k125ab.pdf,C2012X7R1H105K125AB,Production,TDK,Commercial Grade,General (Up to 75V),2.0mm x 1.25mm [EIA 0805],1.45,1μF,±10%,50,X7R,NO
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/c2012x7r1h224k125aa.pdf,C2012X7R1H224K125AA,Production,TDK,Commercial Grade,General (Up to 75V),2.0mm x 1.25mm [EIA 0805],1.45,220nF,±10%,50,X7R,NO
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/c2012x7r1h225k125ac.pdf,C2012X7R1H225K125AC,Production,TDK,Commercial Grade,General (Up to 75V),2.0mm x 1.25mm [EIA 0805],1.45,2.2μF,±10%,50,X7R,NO
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/c2012x7r1h474k125ab.pdf,C2012X7R1H474K125AB,Production,TDK,Commercial Grade,General (Up to 75V),2.0mm x 1.25mm [EIA 0805],1.45,470nF,±10%,50,X7R,NO
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/c2012x7r1h475k125ac.pdf,C2012X7R1H475K125AC,Production,TDK,Commercial Grade,General (Up to 75V),2.0mm x 1.25mm [EIA 0805],1.5,4.7μF,±10%,50,X7R,NO
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/c2012x7r1v105k125ab.pdf,C2012X7R1V105K125AB,Production,TDK,Commercial Grade,General (Up to 75V),2.0mm x 1.25mm [EIA 0805],1.45,1μF,±10%,35,X7R,NO
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/c2012x7r1v225k125ab.pdf,C2012X7R1V225K125AB,Production,TDK,Commercial Grade,General (Up to 75V),2.0mm x 1.25mm [EIA 0805],1.45,2.2μF,±10%,35,X7R,NO
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/c2012x7r1v474k125ab.pdf,C2012X7R1V474K125AB,Production,TDK,Commercial Grade,General (Up to 75V),2.0mm x 1.25mm [EIA 0805],1.45,470nF,±10%,35,X7R,NO
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/c2012x7r1v475k125ac.pdf,C2012X7R1V475K125AC,Production,TDK,Commercial Grade,General (Up to 75V),2.0mm x 1.25mm [EIA 0805],1.45,4.7μF,±10%,35,X7R,NO
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf,C2012X7S0G226M125AC,Production,TDK,Commercial Grade,General (Up to 75V),2.0mm x 1.25mm [EIA 0805],1.45,22μF,±20%,4,X7S,NO
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/c2012x7s0j156m125ac.pdf,C2012X7S0J156M125AC,Production,TDK,Commercial Grade,General (Up to 75V),2.0mm x 1.25mm [EIA 0805],1.45,15μF,±20%,6.3,X7S,NO
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/c2012x7s0j226m125ac.pdf,C2012X7S0J226M125AC,Production,TDK,Commercial Grade,General (Up to 75V),2.0mm x 1.25mm [EIA 0805],1.45,22μF,±20%,6.3,X7S,NO
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf,C2012X7S1A156M125AC,Production,TDK,Commercial Grade,General (Up to 75V),2.0mm x 1.25mm [EIA 0805],1.45,15μF,±20%,10,X7S,NO
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf,C2012X7S1A226M125AC,Production,TDK,Commercial Grade,General (Up to 75V),2.0mm x 1.25mm [EIA 0805],1.45,22μF,±20%,10,X7S,NO
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/c2012x7s1c106k125ac_210116.pdf,C2012X7S1C106K125AC,Production,TDK,Commercial Grade,General (Up to 75V),2.0mm x 1.25mm [EIA 0805],1.45,10μF,±10%,16,X7S,NO
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/c2012x7s1e106k125ac_211020.pdf,C2012X7S1E106K125AC,Production,TDK,Commercial Grade,General (Up to 75V),2.0mm x 1.25mm [EIA 0805],1.5,10μF,±10%,25,X7S,NO
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/c3216c0g1h104j160aa.pdf,C3216C0G1H104J160AA,Production,TDK,Commercial Grade,General (Up to 75V),3.2mm x 1.6mm [EIA 1206],1.8,100nF,±5%,50,C0G,NO
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/c3216c0g1h333j085aa.pdf,C3216C0G1H333J085AA,Production,TDK,Commercial Grade,General (Up to 75V),3.2mm x 1.6mm [EIA 1206],1,33nF,±5%,50,C0G,NO
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/c3216c0g1h473j115aa.pdf,C3216C0G1H473J115AA,Production,TDK,Commercial Grade,General (Up to 75V),3.2mm x 1.6mm [EIA 1206],1.3,47nF,±5%,50,C0G,NO
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/c3216c0g1h683j160aa.pdf,C3216C0G1H683J160AA,Production,TDK,Commercial Grade,General (Up to 75V),3.2mm x 1.6mm [EIA 1206],1.8,68nF,±5%,50,C0G,NO
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/c3216x5r0g107m160ab.pdf,C3216X5R0G107M160AB,Production,TDK,Commercial Grade,General (Up to 75V),3.2mm x 1.6mm [EIA 1206],1.9,100μF,±20%,4,X5R,NO
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/c3216x5r0j107m160ab.pdf,C3216X5R0J107M160AB,Production,TDK,Commercial Grade,General (Up to 75V),3.2mm x 1.6mm [EIA 1206],1.9,100μF,±20%,6.3,X5R,NO
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/c3216x5r0j686m160ab.pdf,C3216X5R0J686M160AB,Production,TDK,Commercial Grade,General (Up to 75V),3.2mm x 1.6mm [EIA 1206],1.9,68μF,±20%,6.3,X5R,NO
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/c3216x5r1a107m160ac.pdf,C3216X5R1A107M160AC,Production,TDK,Commercial Grade,General (Up to 75V),3.2mm x 1.6mm [EIA 1206],1.9,100μF,±20%,10,X5R,NO
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/c3216x5r1a336m160ab.pdf,C3216X5R1A336M160AB,Production,TDK,Commercial Grade,General (Up to 75V),3.2mm x 1.6mm [EIA 1206],1.8,33μF,±20%,10,X5R,NO
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/c3216x5r1a476m160ab.pdf,C3216X5R1A476M160AB,Production,TDK,Commercial Grade,General (Up to 75V),3.2mm x 1.6mm [EIA 1206],1.8,47μF,±20%,10,X5R,NO
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/c3216x5r1a686m160ac.pdf,C3216X5R1A686M160AC,Production,TDK,Commercial Grade,General (Up to 75V),3.2mm x 1.6mm [EIA 1206],1.9,68μF,±20%,10,X5R,NO
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/c3216x5r1c106k160aa.pdf,C3216X5R1C106K160AA,Production,TDK,Commercial Grade,General (Up to 75V),3.2mm x 1.6mm [EIA 1206],1.8,10μF,±10%,16,X5R,NO
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf,C3216X5R1C156M160AB,Production,TDK,Commercial Grade,General (Up to 75V),3.2mm x 1.6mm [EIA 1206],1.8,15μF,±20%,16,X5R,NO
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/c3216x5r1c226m160ab.pdf,C3216X5R1C226M160AB,Production,TDK,Commercial Grade,General (Up to 75V),3.2mm x 1.6mm [EIA 1206],1.8,22μF,±20%,16,X5R,NO
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/c3216x5r1c336m160ab.pdf,C3216X5R1C336M160AB,Production,TDK,Commercial Grade,General (Up to 75V),3.2mm x 1.6mm [EIA 1206],1.8,33μF,±20%,16,X5R,NO
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/c3216x5r1c476m160ab_20190710.pdf,C3216X5R1C476M160AB,Production,TDK,Commercial Grade,General (Up to 75V),3.2mm x 1.6mm [EIA 1206],1.8,47μF,±20%,16,X5R,NO
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/c3216x5r1e106k160ab_200122.pdf,C3216X5R1E106K160AB,Production,TDK,Commercial Grade,General (Up to 75V),3.2mm x 1.6mm [EIA 1206],1.8,10μF,±10%,25,X5R,NO
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf,C3216X5R1E156M160AB,Production,TDK,Commercial Grade,General (Up to 75V),3.2mm x 1.6mm [EIA 1206],1.8,15μF,±20%,25,X5R,NO
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/c3216x5r1e226m160ab.pdf,C3216X5R1E226M160AB,Production,TDK,Commercial Grade,General (Up to 75V),3.2mm x 1.6mm [EIA 1206],1.8,22μF,±20%,25,X5R,NO
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/c3216x5r1e336m160ac.pdf,C3216X5R1E336M160AC,Production,TDK,Commercial Grade,General (Up to 75V),3.2mm x 1.6mm [EIA 1206],1.8,33μF,±20%,25,X5R,NO
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/c3216x5r1e476m160ac_20190710.pdf,C3216X5R1E476M160AC,Production,TDK,Commercial Grade,General (Up to 75V),3.2mm x 1.6mm [EIA 1206],1.8,47μF,±20%,25,X5R,NO
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/c3216x5r1h106k160ab.pdf,C3216X5R1H106K160AB,Production,TDK,Commercial Grade,General (Up to 75V),3.2mm x 1.6mm [EIA 1206],1.8,10μF,±10%,50,X5R,NO
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/c3216x5r1v106k160ab.pdf,C3216X5R1V106K160AB,Production,TDK,Commercial Grade,General (Up to 75V),3.2mm x 1.6mm [EIA 1206],1.8,10μF,±10%,35,X5R,NO
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf,C3216X5R1V156M160AC,Production,TDK,Commercial Grade,General (Up to 75V),3.2mm x 1.6mm [EIA 1206],1.8,15μF,±20%,35,X5R,NO
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/c3216x5r1v226m160ac.pdf,C3216X5R1V226M160AC,Production,TDK,Commercial Grade,General (Up to 75V),3.2mm x 1.6mm [EIA 1206],1.8,22μF,±20%,35,X5R,NO
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/c3216x6s0g107m160ac.pdf,C3216X6S0G107M160AC,Production,TDK,Commercial Grade,General (Up to 75V),3.2mm x 1.6mm [EIA 1206],1.9,100μF,±20%,4,X6S,NO
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/c3216x6s0g686m160ac.pdf,C3216X6S0G686M160AC,Production,TDK,Commercial Grade,General (Up to 75V),3.2mm x 1.6mm [EIA 1206],1.9,68μF,±20%,4,X6S,NO
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/c3216x6s0j226m160ab.pdf,C3216X6S0J226M160AB,Production,TDK,Commercial Grade,General (Up to 75V),3.2mm x 1.6mm [EIA 1206],1.8,22μF,±20%,6.3,X6S,NO
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/c3216x6s0j476m160ab.pdf,C3216X6S0J476M160AB,Production,TDK,Commercial Grade,General (Up to 75V),3.2mm x 1.6mm [EIA 1206],1.8,47μF,±20%,6.3,X6S,NO
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/c3216x6s1a226m160ab.pdf,C3216X6S1A226M160AB,Production,TDK,Commercial Grade,General (Up to 75V),3.2mm x 1.6mm [EIA 1206],1.8,22μF,±20%,10,X6S,NO
https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/c3216x6s1a336m160ac.pdf,C3216X6S1A336M160AC,Production,TDK,Commercial Grade,General (Up to 75V),3.2mm x 1.6mm [EIA 1206],1.8,33μF,±20%,10,X6S,NO
